model_id,model_name,training_objective,arch_family,total_params_M,image_size,training_data,top1_accuracy,worst_group_accuracy,avg_accuracy,imagenet_acc,wg_acc,robustness_gap,robustness_ratio,relative_drop_pct
MobileCLIP-S1_datacompdr,MobileCLIP-S1,CLIP,MobileCLIP,85.0,256,DataComp-1b,0.7259399999999999,0.85,0.9155896202785292,0.7259399999999999,0.85,-0.12406000000000006,1.1708956663085104,-17.089566630851046
PE-Core-S-16-384_meta,PE-Core-S-16-384,CLIP,PE,87.2,384,MetaCLIP-5.4b,0.7245199999999999,0.7222222222222222,0.8948502154092777,0.7245199999999999,0.7222222222222222,0.002297777777777732,0.9968285516234504,0.3171448376549622
ViT-L-14_commonpool_xl_s13b_b90k,ViT-L-14,CLIP,CLIP,427.6,224,CommonPool-12.8b,0.72292,0.8463171864631719,0.8667468189560165,0.72292,0.8463171864631719,-0.12339718646317188,1.1706927273601115,-17.06927273601116
ViT-B-16-quickgelu_metaclip_fullcc,ViT-B-16-quickgelu,CLIP,CLIP,149.6,224,CommonCrawl-2.5b,0.72146,0.6944444444444444,0.903616872056908,0.72146,0.6944444444444444,0.02701555555555557,0.9625543265661913,3.744567343380863
coca_ViT-L-14_mscoco_finetuned_laion2b_s13b_b90k,coca_ViT-L-14,CoCa,CoCa,638.5,224,LAION-2b,0.72136,0.8277777777777777,0.9122833383428516,0.72136,0.8277777777777777,-0.10641777777777772,1.147523813044496,-14.752381304449614
convnext_base_w_320_laion_aesthetic_s13b_b82k,convnext_base_w_320,CLIP,ConvNeXt,179.4,320,LAION-A-900m,0.7169,0.8,0.9034164913335336,0.7169,0.8,-0.08310000000000006,1.115915748360999,-11.591574836099884
MobileCLIP2-S0_dfndr2b,MobileCLIP2-S0,CLIP,MobileCLIP2,74.8,256,DFNDR-2b,0.7156999999999999,0.7777777777777778,0.9197475202885482,0.7156999999999999,0.7777777777777778,-0.0620777777777779,1.0867371493332094,-8.673714933320932
convnext_base_w_laion2b_s13b_b82k_augreg,convnext_base_w,CLIP,ConvNeXt,179.4,256,LAION-2b,0.7145,0.8614465826144658,0.8743111912634005,0.7145,0.8614465826144658,-0.1469465826144658,1.2056635166052705,-20.566351660527054
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,convnext_base_w_320,CLIP,ConvNeXt,179.4,320,LAION-A-900m,0.7126399999999999,0.841672196416722,0.8719066225829075,0.7126399999999999,0.841672196416722,-0.12903219641672203,1.1810622423898771,-18.106224238987714
convnext_base_w_laion_aesthetic_s13b_b82k,convnext_base_w,CLIP,ConvNeXt,179.4,256,LAION-A-900m,0.70974,0.8055555555555556,0.9065223925458372,0.70974,0.8055555555555556,-0.09581555555555554,1.135000923655924,-13.500092365592407
ViT-B-16-quickgelu_metaclip_400m,ViT-B-16-quickgelu,CLIP,CLIP,149.6,224,MetaCLIP-400m,0.7081000000000001,0.7611111111111111,0.9068229636308988,0.7081000000000001,0.7611111111111111,-0.05301111111111101,1.07486387672802,-7.486387672802006
convnext_base_w_laion2b_s13b_b82k,convnext_base_w,CLIP,ConvNeXt,179.4,256,LAION-2b,0.70794,0.7555555555555555,0.9051698226630598,0.70794,0.7555555555555555,-0.04761555555555552,1.0672593094832268,-6.725930948322671
ViTamin-B-LTT_datacomp1b,ViTamin-B-LTT,CLIP,ViTamin,211.4,224,DataComp-1b,0.70736,0.8111111111111111,0.9135357178639416,0.70736,0.8111111111111111,-0.10375111111111113,1.146673703787479,-14.667370378747899
RN50x16-quickgelu_openai,RN50x16-quickgelu,CLIP,ResNet,291.0,384,OpenAI-400m,0.7071999999999999,0.7222222222222222,0.916240857629496,0.7071999999999999,0.7222222222222222,-0.01502222222222227,1.0212418300653596,-2.124183006535955
ViT-B-16_laion2b_s34b_b88k,ViT-B-16,CLIP,CLIP,149.6,224,LAION-2b,0.70208,0.8111111111111111,0.9054703937481214,0.70208,0.8111111111111111,-0.10903111111111108,1.1552972753975488,-15.529727539754882
RN50x16_openai,RN50x16,CLIP,ResNet,291.0,384,OpenAI-400m,0.7015399999999999,0.7333333333333333,0.9119827672577898,0.7015399999999999,0.7333333333333333,-0.03179333333333334,1.0453193450599159,-4.531934505991582
ViT-B-32_datacomp_xl_s13b_b90k,ViT-B-32,CLIP,CLIP,151.3,224,DataComp-12.8b,0.69194,0.8333333333333334,0.9138362889490032,0.69194,0.8333333333333334,-0.14139333333333337,1.2043433438352074,-20.434334383520735
ViTamin-B_datacomp1b,ViTamin-B,CLIP,ViTamin,151.0,224,DataComp-1b,0.69084,0.7,0.90892696122633,0.69084,0.7,-0.009159999999999946,1.013259220658908,-1.3259220658907918
ViT-B-16-plus-240_laion400m_e32,ViT-B-16-plus-240,CLIP,CLIP,208.4,240,LAION-400m,0.69056,0.7444444444444445,0.9122332431620078,0.69056,0.7444444444444445,-0.05388444444444451,1.0780300689939246,-7.803006899392452
ViT-B-16-plus-240_laion400m_e31,ViT-B-16-plus-240,CLIP,CLIP,208.4,240,LAION-400m,0.69056,0.7444444444444445,0.9122332431620078,0.69056,0.7444444444444445,-0.05388444444444451,1.0780300689939246,-7.803006899392452
ViT-B-16_metaclip_fullcc,ViT-B-16,CLIP,CLIP,149.6,224,CommonCrawl-2.5b,0.6869,0.6944444444444444,0.9020639214507564,0.6869,0.6944444444444444,-0.007544444444444465,1.0109833228191067,-1.0983322819106807
ViT-B-16-quickgelu_openai,ViT-B-16-quickgelu,CLIP,CLIP,149.6,224,OpenAI-400m,0.68336,0.75,0.8682997695621681,0.68336,0.75,-0.06664000000000003,1.0975181456333412,-9.751814563334118
ViT-B-32-quickgelu_metaclip_fullcc,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,CommonCrawl-2.5b,0.6762,0.8055555555555556,0.9042681094078748,0.6762,0.8055555555555556,-0.12935555555555556,1.1912977751487068,-19.129777514870682
ViT-B-16_metaclip_400m,ViT-B-16,CLIP,CLIP,149.6,224,MetaCLIP-400m,0.6710200000000001,0.6444444444444445,0.9146879070233443,0.6710200000000001,0.6444444444444445,0.026575555555555574,0.9603952854526607,3.9604714547339235
ViT-B-16_laion400m_e32,ViT-B-16,CLIP,CLIP,149.6,224,LAION-400m,0.67054,0.7944444444444444,0.8844805129746518,0.67054,0.7944444444444444,-0.12390444444444437,1.1847830769893584,-18.47830769893584
ViT-B-16_laion400m_e31,ViT-B-16,CLIP,CLIP,149.6,224,LAION-400m,0.66988,0.8111111111111111,0.883578799719467,0.66988,0.8111111111111111,-0.14123111111111109,1.2108304638310012,-21.08304638310012
ViT-B-32_laion2b_s34b_b79k,ViT-B-32,CLIP,CLIP,151.3,224,LAION-2b,0.6654800000000001,0.8,0.8959523093878369,0.6654800000000001,0.8,-0.13451999999999997,1.2021398088597703,-20.213980885977033
convnext_base_laion400m_s13b_b51k,convnext_base,CLIP,ConvNeXt,151.5,224,LAION-400m,0.66278,0.861165147947169,0.8737601442741209,0.66278,0.861165147947169,-0.198385147947169,1.2993227736913742,-29.932277369137417
RN50x4-quickgelu_openai,RN50x4-quickgelu,CLIP,ResNet,178.3,288,OpenAI-400m,0.66254,0.6333333333333333,0.9106301973750124,0.66254,0.6333333333333333,0.029206666666666714,0.9559171270162304,4.40828729837696
ViT-B-32_laion2b_e16,ViT-B-32,CLIP,CLIP,151.3,224,LAION-2b,0.65652,0.8055555555555556,0.8883879370804528,0.65652,0.8055555555555556,-0.1490355555555556,1.2270084011995912,-22.700840119959118
ViT-B-32-quickgelu_metaclip_400m,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,MetaCLIP-400m,0.65578,0.7055555555555556,0.9135357178639416,0.65578,0.7055555555555556,-0.04977555555555557,1.0759028264899138,-7.590282648991364
ViT-B-32_metaclip_fullcc,ViT-B-32,CLIP,CLIP,151.3,224,CommonCrawl-2.5b,0.64876,0.7222222222222222,0.9170924757038372,0.64876,0.7222222222222222,-0.0734622222222222,1.1132348206150537,-11.323482061505365
RN50x4_openai,RN50x4,CLIP,ResNet,178.3,288,OpenAI-400m,0.6483599999999999,0.6611111111111111,0.906672678088368,0.6483599999999999,0.6611111111111111,-0.012751111111111157,1.0196667146509828,-1.9666714650982724
ViT-B-16_openai,ViT-B-16,CLIP,CLIP,149.6,224,OpenAI-400m,0.6439400000000001,0.6944444444444444,0.9049694419396854,0.6439400000000001,0.6944444444444444,-0.05050444444444435,1.0784303575557417,-7.843035755574175
coca_ViT-B-32_laion2b_s13b_b90k,coca_ViT-B-32,CoCa,CoCa,253.6,224,LAION-2b,0.63586,0.6888888888888889,0.9184951407674582,0.63586,0.6888888888888889,-0.0530288888888889,1.0833971139698815,-8.339711396988159
ViTamin-S-LTT_datacomp1b,ViTamin-S-LTT,CLIP,ViTamin,145.8,224,DataComp-1b,0.63376,0.8333333333333334,0.9093778178539224,0.63376,0.8333333333333334,-0.19957333333333338,1.314903643860978,-31.490364386097795
ViT-B-32-quickgelu_openai,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,OpenAI-400m,0.63348,0.75,0.8986574491533914,0.63348,0.75,-0.11651999999999996,1.183936351581739,-18.393635158173886
coca_ViT-B-32_mscoco_finetuned_laion2b_s13b_b90k,coca_ViT-B-32,CoCa,CoCa,253.6,224,LAION-2b,0.6331,0.0097266304904269,0.2538823765153792,0.6331,0.0097266304904269,0.6233733695095731,0.015363497852514453,98.46365021474855
ViT-B-16_datacomp_l_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,DataComp-1b,0.631,0.6444444444444445,0.9092776274922352,0.631,0.6444444444444445,-0.013444444444444481,1.0213065680577567,-2.1306568057756703
ViT-B-32-quickgelu_laion400m_e31,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,LAION-400m,0.6296200000000001,0.85,0.8936479310690312,0.6296200000000001,0.85,-0.2203799999999999,1.3500206473746068,-35.00206473746067
ViT-B-32-quickgelu_laion400m_e32,ViT-B-32-quickgelu,CLIP,CLIP,151.3,224,LAION-400m,0.62942,0.85,0.8941488828774672,0.62942,0.85,-0.22058,1.350449620285342,-35.04496202853421
xlm-roberta-base-ViT-B-32_laion5b_s13b_b90k,xlm-roberta-base-ViT-B-32,CLIP,XLM-RoBERTa-CLIP,366.1,224,LAION-5b,0.6235,0.8111111111111111,0.8844805129746518,0.6235,0.8111111111111111,-0.18761111111111106,1.300899937628085,-30.089993762808508
RN101-quickgelu_openai,RN101-quickgelu,CLIP,ResNet,119.7,224,OpenAI-400m,0.623,0.8055555555555556,0.8712553852319407,0.623,0.8055555555555556,-0.18255555555555558,1.2930265739254503,-29.30265739254504
ViTamin-S_datacomp1b,ViTamin-S,CLIP,ViTamin,62.5,224,DataComp-1b,0.6222,0.6888888888888889,0.9199479010119228,0.6222,0.6888888888888889,-0.06668888888888891,1.107182399371406,-10.718239937140615
PE-Core-T-16-384_meta,PE-Core-T-16-384,CLIP,PE,69.5,384,MetaCLIP-5.4b,0.62112,0.7,0.908676485322112,0.62112,0.7,-0.07887999999999995,1.1269963936115404,-12.699639361154036
roberta-ViT-B-32_laion2b_s12b_b32k,roberta-ViT-B-32,CLIP,RoBERTa-CLIP,212.7,224,LAION-2b,0.6175,0.7777777777777778,0.9092275323113916,0.6175,0.7777777777777778,-0.16027777777777774,1.2595591542959963,-25.955915429599628
ViT-B-32_metaclip_400m,ViT-B-32,CLIP,CLIP,151.3,224,MetaCLIP-400m,0.61694,0.7111111111111111,0.910680292555856,0.61694,0.7111111111111111,-0.0941711111111111,1.152642252262961,-15.264225226296087
RN101_openai,RN101,CLIP,ResNet,119.7,224,OpenAI-400m,0.60482,0.6388888888888888,0.9108806732792304,0.60482,0.6388888888888888,-0.034068888888888815,1.0563289720724989,-5.632897207249895
ViT-B-32_laion400m_e32,ViT-B-32,CLIP,CLIP,151.3,224,LAION-400m,0.60232,0.7777777777777778,0.9041679190461878,0.60232,0.7777777777777778,-0.17545777777777782,1.291303257035758,-29.13032570357581
ViT-B-32_laion400m_e31,ViT-B-32,CLIP,CLIP,151.3,224,LAION-400m,0.60228,0.8,0.9032161106101592,0.60228,0.8,-0.19772,1.328285847114299,-32.8285847114299
RN50-quickgelu_openai,RN50-quickgelu,CLIP,ResNet,102.0,224,OpenAI-400m,0.5981799999999999,0.8166666666666667,0.8934976455265004,0.5981799999999999,0.8166666666666667,-0.21848666666666672,1.3652523766536273,-36.525237665362724
ViT-B-32_openai,ViT-B-32,CLIP,CLIP,151.3,224,OpenAI-400m,0.59606,0.7666666666666667,0.8919446949203487,0.59606,0.7666666666666667,-0.17060666666666668,1.2862239819257568,-28.622398192575695
RN50_openai,RN50,CLIP,ResNet,102.0,224,OpenAI-400m,0.57908,0.8388888888888889,0.886233844304178,0.57908,0.8388888888888889,-0.25980888888888887,1.44865802460608,-44.86580246060801
ViT-B-16_commonpool_l_clip_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.57772,0.6111111111111112,0.8934976455265004,0.57772,0.6111111111111112,-0.03339111111111115,1.057798087501058,-5.779808750105786
ViT-B-16_commonpool_l_image_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.57206,0.45,0.9105300070133252,0.57206,0.45,0.12206,0.7866307729958396,21.33692270041604
ViT-H-14-worldwide_metaclip2_worldwide,ViT-H-14-worldwide,CLIP,CLIP,1858.8,224,MetaCLIP2-2.5b,0.56204,0.8277777777777777,0.8988077346959222,0.56204,0.8277777777777777,-0.26573777777777774,1.4728093690445123,-47.28093690445124
ViT-B-16_commonpool_l_text_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.5607,0.4888888888888889,0.8945997395050597,0.5607,0.4888888888888889,0.0718111111111111,0.8719259655589243,12.807403444107562
ViT-B-16_commonpool_l_laion_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.5525800000000001,0.5666666666666667,0.9068730588117424,0.5525800000000001,0.5666666666666667,-0.01408666666666658,1.0254925380337083,-2.5492538033708385
ViT-B-16_commonpool_l_basic_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.51576,0.6277777777777778,0.912333433523695,0.51576,0.6277777777777778,-0.11201777777777777,1.2171897351050445,-21.718973510504455
nllb-clip-large-siglip_v1,nllb-clip-large-siglip,CLIP,NLLB-SigLIP,1195.5,384,WebLI-10b,0.48497999999999997,0.7111111111111111,0.888237651537922,0.48497999999999997,0.7111111111111111,-0.22613111111111117,1.4662689412163619,-46.626894121636184
nllb-clip-large-siglip_mrl,nllb-clip-large-siglip,CLIP,NLLB-SigLIP,1195.5,384,WebLI-10b,0.46548,0.7277777777777777,0.8898406973249173,0.46548,0.7277777777777777,-0.26229777777777774,1.5634995655619528,-56.349956556195266
ViT-B-16_commonpool_l_s1b_b8k,ViT-B-16,CLIP,CLIP,149.6,224,CommonPool-1b,0.45887999999999995,0.4166666666666667,0.8929465985372207,0.45887999999999995,0.4166666666666667,0.04221333333333327,0.9080079033007905,9.199209669920954
nllb-clip-base-siglip_v1,nllb-clip-base-siglip,CLIP,NLLB-SigLIP,507.5,384,WebLI-10b,0.37526000000000004,0.7666666666666667,0.8533714056707745,0.37526000000000004,0.7666666666666667,-0.3914066666666667,2.0430279450691966,-104.30279450691964
nllb-clip-base-siglip_mrl,nllb-clip-base-siglip,CLIP,NLLB-SigLIP,507.5,384,WebLI-10b,0.37061999999999995,0.6666666666666666,0.8865845105700831,0.37061999999999995,0.6666666666666666,-0.2960466666666667,1.7987876171460437,-79.87876171460438
nllb-clip-large_v1,nllb-clip-large,CLIP,NNLB-CLIP,1399.2,224,LAION-2b,0.36713999999999997,0.2166666666666666,0.9096282937581404,0.36713999999999997,0.2166666666666666,0.15047333333333338,0.5901472644404494,40.985273555955054
RN50-quickgelu_cc12m,RN50-quickgelu,CLIP,ResNet,102.0,224,CC-12m,0.36448,0.2611111111111111,0.9002103997595431,0.36448,0.2611111111111111,0.1033688888888889,0.7163935225831626,28.360647741683735
RN50_cc12m,RN50,CLIP,ResNet,102.0,224,CC-12m,0.35898,0.2777777777777778,0.8973549744514577,0.35898,0.2777777777777778,0.08120222222222223,0.7737973641366588,22.620263586334122
RN101-quickgelu_yfcc15m,RN101-quickgelu,CLIP,ResNet,119.7,224,YFCC-15m,0.34868000000000005,0.4555555555555555,0.7044384330227432,0.34868000000000005,0.4555555555555555,-0.10687555555555545,1.3065147285635983,-30.651472856359824
RN101_yfcc15m,RN101,CLIP,ResNet,119.7,224,YFCC-15m,0.34054,0.4,0.8057809838693518,0.34054,0.4,-0.05946000000000001,1.1746050390556175,-17.460503905561758
RN50-quickgelu_yfcc15m,RN50-quickgelu,CLIP,ResNet,102.0,224,YFCC-15m,0.32768,0.2951776389884304,0.5887686604548642,0.32768,0.2951776389884304,0.032502361011569614,0.900810665858247,9.918933414175296
RN50_yfcc15m,RN50,CLIP,ResNet,102.0,224,YFCC-15m,0.32356,0.5131565475581038,0.6961226330027052,0.32356,0.5131565475581038,-0.1895965475581038,1.585970291624749,-58.597029162474904
ViT-B-32_datacomp_m_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,DataComp-128m,0.29708,0.4833333333333333,0.8576795912233243,0.29708,0.4833333333333333,-0.18625333333333327,1.626946725909968,-62.69467259099679
ViT-B-32_commonpool_m_clip_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.27198,0.45,0.8665965334134856,0.27198,0.45,-0.17802,1.654533421575116,-65.45334215751159
ViT-B-32_commonpool_m_image_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.26780000000000004,0.2222222222222222,0.869451958721571,0.26780000000000004,0.2222222222222222,0.04557777777777783,0.8298066550493733,17.019334495062665
ViT-B-32_commonpool_m_text_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.25504,0.6850619432783864,0.7661556958220619,0.25504,0.6850619432783864,-0.43002194327838644,2.686096076217011,-168.6096076217011
nllb-clip-base_v1,nllb-clip-base,CLIP,NNLB-CLIP,501.9,224,OpenAI-400m,0.24306,0.6611111111111111,0.8502154092776275,0.24306,0.6611111111111111,-0.4180511111111111,2.7199502637666053,-171.99502637666052
ViT-B-32_commonpool_m_laion_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.23036,0.4222222222222222,0.8460074140867648,0.23036,0.4222222222222222,-0.1918622222222222,1.8328799367174085,-83.28799367174085
ViT-B-32_commonpool_m_basic_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.22566,0.2055555555555555,0.8790702334435427,0.22566,0.2055555555555555,0.020104444444444508,0.9109082493820593,8.909175061794073
ViT-B-32_commonpool_m_s128m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-128m,0.17564,0.4520323538445787,0.5645225929265605,0.17564,0.4520323538445787,-0.2763923538445787,2.5736298898006074,-157.36298898006075
ViT-B-32_commonpool_s_clip_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.05048,0.6611111111111111,0.715058611361587,0.05048,0.6611111111111111,-0.6106311111111111,13.096495861947526,-1209.6495861947528
ViT-B-32_commonpool_s_text_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.046020000000000005,0.4944444444444444,0.7359483017733695,0.046020000000000005,0.4944444444444444,-0.4484244444444444,10.744120913612438,-974.4120913612438
ViT-B-32_datacomp_s_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,DataComp-13m,0.0391,0.327019555646565,0.4743512674080753,0.0391,0.327019555646565,-0.28791955564656496,8.363671499912147,-736.3671499912147
ViT-B-32_commonpool_s_image_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.0391,0.327019555646565,0.4743512674080753,0.0391,0.327019555646565,-0.28791955564656496,8.363671499912147,-736.3671499912147
ViT-B-32_commonpool_s_basic_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.03766,0.4013514897102488,0.504658851818455,0.03766,0.4013514897102488,-0.3636914897102488,10.657235520718237,-965.7235520718236
ViT-B-32_commonpool_s_laion_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.03048,0.4479369304801884,0.5761947700631199,0.03048,0.4479369304801884,-0.4174569304801884,14.696093519691221,-1369.6093519691221
ViT-B-32_commonpool_s_s13m_b4k,ViT-B-32,CLIP,CLIP,151.3,224,CommonPool-13m,0.02694,0.3344937032865772,0.4210499949904819,0.02694,0.3344937032865772,-0.30755370328657716,12.41624733803182,-1141.6247338031817
