model_name,pretrained_tag,model_id,arch_family,resnet_depth,resnet_multiplier,patch_size,image_size,training_data,quickgelu,embed_dim,total_params_M,avg_accuracy,overall_accuracy,worst_group_accuracy,worst_group,best_group_accuracy,best_group,accuracy_gap,total_images,load_time_s,encode_time_s,acc_blonde_female,acc_blonde_male,acc_non-blonde_female,acc_non-blonde_male,vit_size
ViTamin-L-256,datacomp1b,ViTamin-L-256_datacomp1b,ViTamin,,,14.0,256,DataComp-1b,False,,457.0,0.8771165213906422,0.8771165213906422,0.8467153284671532,non-blonde_male,0.9213709677419356,blonde_female,0.0304011929234889,19962,8.8,79.5,0.9213709677419356,0.8666666666666667,0.8895259547455718,0.8467153284671532,
ViT-bigG-14-worldwide,metaclip2_worldwide,ViT-bigG-14-worldwide_metaclip2_worldwide,CLIP,,,14.0,224,MetaCLIP2-2.5b,False,1280.0,3630.4,0.8748622382526801,0.8748622382526801,0.8614465826144658,non-blonde_male,0.9387096774193548,blonde_female,0.0134156556382142,19962,307.3,238.3,0.9387096774193548,0.8777777777777778,0.8689464523395106,0.8614465826144658,bigG
convnext_base_w,laion2b_s13b_b82k_augreg,convnext_base_w_laion2b_s13b_b82k_augreg,ConvNeXt,,,,256,LAION-2b,False,,179.4,0.8743111912634005,0.8743111912634005,0.8614465826144658,non-blonde_male,0.9419354838709676,blonde_female,0.0128646086489346,19962,9.3,42.8,0.9419354838709676,0.8722222222222222,0.8671035118255349,0.8614465826144658,
ViT-B-16-SigLIP-i18n-256,webli,ViT-B-16-SigLIP-i18n-256_webli,SigLIP,,,16.0,256,WebLI-10b,False,,370.6,0.8740106201783389,0.8740106201783389,0.8585268745852688,non-blonde_male,0.9611111111111112,blonde_male,0.01548374559307,19962,20.8,39.3,0.9544354838709678,0.9611111111111112,0.8639295587181325,0.8585268745852688,B
convnext_base,laion400m_s13b_b51k,convnext_base_laion400m_s13b_b51k,ConvNeXt,,,,224,LAION-400m,False,,151.5,0.8737601442741209,0.8737601442741209,0.861165147947169,non-blonde_female,0.9471774193548388,blonde_female,0.0125949963269518,19962,8.4,37.1,0.9471774193548388,0.8722222222222222,0.861165147947169,0.8659588586595885,
convnext_large_d_320,laion2b_s29b_b131k_ft,convnext_large_d_320_laion2b_s29b_b131k_ft,ConvNeXt,,,,320,LAION-2b,False,,351.8,0.8727582406572487,0.8727582406572487,0.8444444444444444,blonde_male,0.932258064516129,blonde_female,0.0283137962128042,19962,17.0,76.7,0.932258064516129,0.8444444444444444,0.8786730828299375,0.8461844724618447,
convnext_large_d,laion2b_s26b_b102k_augreg,convnext_large_d_laion2b_s26b_b102k_augreg,ConvNeXt,,,,256,LAION-2b,False,,351.8,0.8720068129445947,0.8720068129445947,0.8406104844061049,non-blonde_male,0.9286290322580644,blonde_female,0.0313963285384898,19962,17.2,52.4,0.9286290322580644,0.85,0.882256578273779,0.8406104844061049,
ViT-bigG-14-worldwide-378,metaclip2_worldwide,ViT-bigG-14-worldwide-378_metaclip2_worldwide,CLIP,,,14.0,378,MetaCLIP2-2.5b,False,1280.0,3631.2,0.8719567177637512,0.8719567177637512,0.859721300597213,non-blonde_male,0.9403225806451612,blonde_female,0.0122354171665381,19962,372.9,640.3,0.9403225806451612,0.8833333333333333,0.8638271731340227,0.859721300597213,bigG
convnext_base_w_320,laion_aesthetic_s13b_b82k_augreg,convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,ConvNeXt,,,,320,LAION-A-900m,False,,179.4,0.8719066225829075,0.8719066225829075,0.841672196416722,non-blonde_male,0.9120967741935484,blonde_female,0.0302344261661855,19962,9.8,61.3,0.9120967741935484,0.8555555555555555,0.8853281457970718,0.841672196416722,
ViT-H-14-CLIPA,datacomp1b,ViT-H-14-CLIPA_datacomp1b,CLIPA,,,14.0,224,DataComp-1b,False,1024.0,968.2,0.8713054804127843,0.8713054804127843,0.8408759124087591,non-blonde_male,0.9254032258064516,blonde_female,0.0304295680040251,19962,43.5,94.9,0.9254032258064516,0.9111111111111112,0.8803112521756936,0.8408759124087591,H
RN101-quickgelu,openai,RN101-quickgelu_openai,ResNet,101.0,x1,,224,OpenAI-400m,True,512.0,119.7,0.8712553852319407,0.8712553852319407,0.8055555555555556,blonde_male,0.903757550936828,non-blonde_female,0.0656998296763851,19962,13.4,33.0,0.8536290322580645,0.8055555555555556,0.903757550936828,0.8364963503649635,
ViT-H-14-CLIPA-336,datacomp1b,ViT-H-14-CLIPA-336_datacomp1b,CLIPA,,,14.0,336,DataComp-1b,False,1024.0,968.6,0.871205290051097,0.871205290051097,0.841672196416722,non-blonde_male,0.927016129032258,blonde_female,0.029533093634375,19962,44.3,211.8,0.927016129032258,0.8944444444444445,0.8793897819187059,0.841672196416722,H
convnext_large_d_320,laion2b_s29b_b131k_ft_soup,convnext_large_d_320_laion2b_s29b_b131k_ft_soup,ConvNeXt,,,,320,LAION-2b,False,,351.8,0.8696022442641018,0.8696022442641018,0.8345056403450564,non-blonde_male,0.9362903225806452,blonde_female,0.0350966039190454,19962,16.8,77.1,0.9362903225806452,0.85,0.8801064810074741,0.8345056403450564,
ViT-B-32,commonpool_m_image_s128m_b4k,ViT-B-32_commonpool_m_image_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.869451958721571,0.869451958721571,0.2222222222222222,blonde_male,0.957266091572661,non-blonde_male,0.6472297364993488,19962,5.8,29.2,0.7475806451612903,0.2222222222222222,0.8445786833213883,0.957266091572661,B
ViT-B-16-quickgelu,openai,ViT-B-16-quickgelu_openai,CLIP,,,16.0,224,OpenAI-400m,True,512.0,149.6,0.8682997695621681,0.8682997695621681,0.75,blonde_male,0.8903450394184499,non-blonde_female,0.1182997695621681,19962,7.7,35.5,0.8778225806451613,0.75,0.8903450394184499,0.8394160583941606,B
ViT-L-14,commonpool_xl_s13b_b90k,ViT-L-14_commonpool_xl_s13b_b90k,CLIP,,,14.0,224,CommonPool-12.8b,False,768.0,427.6,0.8667468189560165,0.8667468189560165,0.8463171864631719,non-blonde_male,0.9092741935483872,blonde_female,0.0204296324928445,19962,19.9,62.2,0.9092741935483872,0.8611111111111112,0.8718132486945838,0.8463171864631719,L
ViT-B-32,commonpool_m_clip_s128m_b4k,ViT-B-32_commonpool_m_clip_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.8665965334134856,0.8665965334134856,0.45,blonde_male,0.9312541473125416,non-blonde_male,0.4165965334134856,19962,6.4,29.0,0.8084677419354839,0.45,0.8391522473635712,0.9312541473125416,B
ViT-L-16-SigLIP-384,webli,ViT-L-16-SigLIP-384_webli,SigLIP,,,16.0,384,WebLI-10b,False,,652.5,0.8643422502755235,0.8643422502755235,0.8428666224286663,non-blonde_male,0.9666666666666668,blonde_male,0.0214756278468571,19962,30.4,124.5,0.9641129032258065,0.9666666666666668,0.8536910003071567,0.8428666224286663,L
ViT-B-32,datacomp_m_s128m_b4k,ViT-B-32_datacomp_m_s128m_b4k,CLIP,,,32.0,224,DataComp-128m,False,512.0,151.3,0.8576795912233243,0.8576795912233243,0.4833333333333333,blonde_male,0.9094890510948904,non-blonde_male,0.3743462578899909,19962,5.7,29.1,0.7137096774193549,0.4833333333333333,0.861165147947169,0.9094890510948904,B
nllb-clip-base-siglip,v1,nllb-clip-base-siglip_v1,NLLB-SigLIP,,,16.0,384,WebLI-10b,False,,507.5,0.8533714056707745,0.8533714056707745,0.7666666666666667,blonde_male,0.915725806451613,blonde_female,0.0867047390041078,19962,29.2,72.4,0.915725806451613,0.7666666666666667,0.81857274495751,0.8800265428002654,
ViTamin-XL-336,datacomp1b,ViTamin-XL-336_datacomp1b,ViTamin,,,14.0,336,DataComp-1b,False,,924.8,0.8503656948201583,0.8503656948201583,0.7799601857996019,non-blonde_male,0.9282258064516128,blonde_female,0.0704055090205564,19962,15.1,160.3,0.9282258064516128,0.9277777777777778,0.8834852052830962,0.7799601857996019,
nllb-clip-base,v1,nllb-clip-base_v1,NNLB-CLIP,,,32.0,224,OpenAI-400m,False,512.0,501.9,0.8502154092776275,0.8502154092776275,0.6611111111111111,blonde_male,0.9487903225806452,blonde_female,0.1891042981665164,19962,30.6,30.3,0.9487903225806452,0.6611111111111111,0.7993242551448756,0.8882548108825481,
ViT-L-14-quickgelu,metaclip_400m,ViT-L-14-quickgelu_metaclip_400m,CLIP,,,14.0,224,MetaCLIP-400m,True,768.0,427.6,0.8473599839695422,0.8473599839695422,0.8088918380889184,non-blonde_male,0.930241935483871,blonde_female,0.0384681458806237,19962,19.2,68.5,0.930241935483871,0.9111111111111112,0.8548172417323641,0.8088918380889184,L
ViTamin-XL-256,datacomp1b,ViTamin-XL-256_datacomp1b,ViTamin,,,14.0,256,DataComp-1b,False,,924.8,0.8466586514377317,0.8466586514377317,0.7775713337757133,non-blonde_male,0.9286290322580644,blonde_female,0.0690873176620183,19962,15.1,92.3,0.9286290322580644,0.9277777777777778,0.87764922698884,0.7775713337757133,
ViT-B-32,commonpool_m_laion_s128m_b4k,ViT-B-32_commonpool_m_laion_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.8460074140867648,0.8460074140867648,0.4222222222222222,blonde_male,0.9145321831453218,non-blonde_male,0.4237851918645426,19962,5.5,29.0,0.7068548387096775,0.4222222222222222,0.836285451008498,0.9145321831453218,B
ViTamin-XL-384,datacomp1b,ViTamin-XL-384_datacomp1b,ViTamin,,,14.0,256,DataComp-1b,False,,924.8,0.8418996092575894,0.8418996092575894,0.7635036496350365,non-blonde_male,0.9290322580645162,blonde_female,0.0783959596225529,19962,15.4,93.2,0.9290322580645162,0.9277777777777778,0.8786730828299375,0.7635036496350365,
RN101,yfcc15m,RN101_yfcc15m,ResNet,101.0,x1,,224,YFCC-15m,False,512.0,119.7,0.8057809838693518,0.8057809838693518,0.4,blonde_male,0.9016129032258065,blonde_female,0.4057809838693518,19962,1.3,32.6,0.9016129032258065,0.4,0.7276543462680455,0.8852023888520238,
ViT-B-32,commonpool_m_text_s128m_b4k,ViT-B-32_commonpool_m_text_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.7661556958220619,0.7662057910029055,0.6850619432783864,non-blonde_female,0.9088709677419354,blonde_female,0.0810937525436754,19962,4.6,28.8,0.9088709677419354,0.7,0.6850619432783864,0.8260119442601195,B
ViT-B-32,commonpool_s_text_s13m_b4k,ViT-B-32_commonpool_s_text_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.7359483017733695,0.7359483017733695,0.4944444444444444,blonde_male,0.8002654280026543,non-blonde_male,0.241503857328925,19962,6.2,28.9,0.7157258064516129,0.4944444444444444,0.6959148151940207,0.8002654280026543,B
ViT-B-32,commonpool_s_clip_s13m_b4k,ViT-B-32_commonpool_s_clip_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.715058611361587,0.7151087065424306,0.6611111111111111,blonde_male,0.819758064516129,blonde_female,0.0539475002504759,19962,5.8,29.0,0.819758064516129,0.6611111111111111,0.7000102385584109,0.7015262110152621,B
RN101-quickgelu,yfcc15m,RN101-quickgelu_yfcc15m,ResNet,101.0,x1,,224,YFCC-15m,True,512.0,119.7,0.7044384330227432,0.7044384330227432,0.4555555555555555,blonde_male,0.964516129032258,blonde_female,0.2488828774671876,19962,12.5,33.1,0.964516129032258,0.4555555555555555,0.5066038701750794,0.8812209688122097,
RN50,yfcc15m,RN50_yfcc15m,ResNet,50.0,x1,,224,YFCC-15m,False,1024.0,102.0,0.6961226330027052,0.6961226330027052,0.5131565475581038,non-blonde_female,0.9399193548387096,blonde_female,0.1829660854446013,19962,1.2,30.0,0.9399193548387096,0.6555555555555556,0.5131565475581038,0.8540145985401459,
RN50-quickgelu,yfcc15m,RN50-quickgelu_yfcc15m,ResNet,50.0,x1,,224,YFCC-15m,True,1024.0,102.0,0.5887686604548642,0.5887686604548642,0.2951776389884304,non-blonde_female,0.9891129032258064,blonde_female,0.2935910214664338,19962,11.4,30.4,0.9891129032258064,0.7722222222222223,0.2951776389884304,0.833178500331785,
ViT-B-32,commonpool_s_laion_s13m_b4k,ViT-B-32_commonpool_s_laion_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.5761947700631199,0.5762448652439636,0.4479369304801884,non-blonde_female,0.8221774193548387,blonde_female,0.1282578395829315,19962,5.1,29.0,0.8221774193548387,0.6055555555555555,0.4479369304801884,0.6609157266091573,B
ViT-B-32,commonpool_m_s128m_b4k,ViT-B-32_commonpool_m_s128m_b4k,CLIP,,,32.0,224,CommonPool-128m,False,512.0,151.3,0.5645225929265605,0.5645225929265605,0.4520323538445787,non-blonde_female,0.885483870967742,blonde_female,0.1124902390819818,19962,6.3,28.9,0.885483870967742,0.7111111111111111,0.4520323538445787,0.6011944260119443,B
ViT-B-32,commonpool_s_basic_s13m_b4k,ViT-B-32_commonpool_s_basic_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.504658851818455,0.5047089469992987,0.4013514897102488,non-blonde_female,0.8423387096774193,blonde_female,0.1033073621082062,19962,4.7,28.7,0.8423387096774193,0.7,0.4013514897102488,0.5228931652289317,B
ViT-B-32,datacomp_s_s13m_b4k,ViT-B-32_datacomp_s_s13m_b4k,CLIP,,,32.0,224,DataComp-13m,False,512.0,151.3,0.4743512674080753,0.4744013625889189,0.327019555646565,non-blonde_female,0.9330645161290324,blonde_female,0.1473317117615103,19962,5.3,28.8,0.9330645161290324,0.8,0.327019555646565,0.5067020570670205,B
ViT-B-32,commonpool_s_image_s13m_b4k,ViT-B-32_commonpool_s_image_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.4743512674080753,0.4744013625889189,0.327019555646565,non-blonde_female,0.9330645161290324,blonde_female,0.1473317117615103,19962,3.7,29.1,0.9330645161290324,0.8,0.327019555646565,0.5067020570670205,B
ViT-B-32,commonpool_s_s13m_b4k,ViT-B-32_commonpool_s_s13m_b4k,CLIP,,,32.0,224,CommonPool-13m,False,512.0,151.3,0.4210499949904819,0.4210499949904819,0.3344937032865772,non-blonde_female,0.917741935483871,blonde_female,0.0865562917039046,19962,8.3,29.0,0.917741935483871,0.8555555555555555,0.3344937032865772,0.3593895155938951,B
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,coca_ViT-B-32_mscoco_finetuned_laion2b_s13b_b90k,CoCa,,,32.0,224,LAION-2b,False,512.0,253.6,0.2538823765153792,0.2538823765153792,0.0097266304904269,non-blonde_female,0.9983870967741936,blonde_female,0.2441557460249522,19962,11.6,29.5,0.9983870967741936,0.8833333333333333,0.0097266304904269,0.3102853351028533,B
RN50x64-quickgelu,openai,RN50x64-quickgelu_openai,ResNet,50.0,x64,,448,OpenAI-400m,True,1024.0,623.3,0.1332531810439835,0.1332531810439835,0.0,non-blonde_female,1.0,blonde_female,0.1332531810439835,19962,38.9,197.5,1.0,1.0,0.0,0.0,
